id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking,state
21436,739000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/djuke-dinic/5f3402c16eb6a51f6d358963,prodaja,stanovi,Beograd,Zvezdara opština,6.5,337.0,centralno grejanje,,4,2006.0,0,1,0.0,1,0,
9164,265000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/obilicev-venac/5f8ead2585be5c710271d229,prodaja,stanovi,Niš,Medijana,3.0,336.0,grejanje na struju,,2,,0,1,0.0,1,0,
9736,265000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/obilicev-venac/5e17020e273171619f252085,prodaja,stanovi,Niš,Medijana,3.0,336.0,grejanje na struju,,2,,0,1,0.0,1,0,
9835,62000.0,https://www.4zida.rs/prodaja/stanovi/nis/oglas/kovanlucka/60e8239977ab306b193530c4,prodaja,stanovi,Niš,Gradske lokacije,4.0,330.0,TA peć,,1,,0,1,0.0,1,0,
38069,4000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/diplomatska-kolonija/615dcd51aa36035df4271397,izdavanje,stanovi,Beograd,Dedinje,5.0,330.0,centralno grejanje,,4,,1,1,0.0,0,0,
7692,950000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/antifasisticke-borbe/619e4b89a0db2c5015070194,prodaja,stanovi,Beograd,Novi Beograd,8.0,330.0,centralno grejanje,,5,2005.0,1,1,0.0,1,0,
43780,585000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stanoja-glavasa/601d43959bc0e7588b39740a,prodaja,stanovi,Beograd,Stari Grad opština,5.0,325.0,centralno grejanje,,3,2019.0,1,1,0.0,1,0,
34594,399000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/milana-jovanovica/5d723d75273171107b1f2f2b,prodaja,stanovi,Beograd,Čukarica,5.0,323.0,centralno grejanje,,2,2009.0,1,0,0.0,0,1,
12762,700.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/gostivarska/6193c1dbf3eb7532a81b8d96,izdavanje,stanovi,Beograd,Voždovac,3.5,321.0,centralno grejanje,,1,,0,1,0.0,0,0,
27034,277000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gostivarska/61125199f392a2036f3cfd71,prodaja,stanovi,Beograd,Voždovac opština,4.0,321.0,centralno grejanje,,2,,1,1,0.0,1,0,
14502,700.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/gostivarska/61c1c1a0aeb6be5f817bc8c4,izdavanje,stanovi,Beograd,Voždovac opština,4.0,321.0,centralno grejanje,,2,,1,1,0.0,0,0,
33270,1260000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kosovska/60462a5273003b195c34ba48,prodaja,stanovi,Beograd,Stari Grad opština,6.5,315.0,centralno grejanje,,1,,1,0,0.0,1,0,
38989,3300.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kosovska/61ccb57c1edd276e88332eb9,izdavanje,stanovi,Beograd,Stari Grad opština,8.0,315.0,centralno grejanje,,1,,1,1,0.0,0,0,
17444,3600.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/kosovska/61531447f21b9c0f04295871,izdavanje,stanovi,Beograd,Stari Grad opština,6.5,315.0,centralno grejanje,,3,,1,1,0.0,0,0,
46606,565000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/nikolaja-krasnova/5f4e906b8f9ac570265355d8,prodaja,stanovi,Beograd,Beograd,7.0,314.0,etažno grejanje,,1,,0,1,0.0,0,0,
36847,2300.0,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/drvarska/6002b6e55ca73a029d057397,izdavanje,stanovi,Niš,Medijana,4.5,310.0,,,3,,0,0,0.0,0,0,
40256,950000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/gospodar-jevremova/607ef97e29430d6226644e93,prodaja,stanovi,Beograd,Beograd centar,6.5,310.0,etažno grejanje,,1,,0,1,0.0,1,0,
36844,2300.0,https://www.4zida.rs/izdavanje/stanovi/nis/oglas/drvarska/6002b8ba633bd23b641bd2c7,izdavanje,stanovi,Niš,Medijana,4.5,310.0,,,3,,0,0,0.0,0,0,
42864,450000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vozdovac/6034f69abddae722ad240db1,prodaja,stanovi,Beograd,Voždovac opština,6.0,310.0,centralno grejanje,,4,,0,0,0.0,1,0,
22917,25000.0,https://www.4zida.rs/prodaja/stanovi/aleksinac/oglas/zitkovac/5fe464b2caccc63937047dda,prodaja,stanovi,Aleksinac,Aleksinac,2.5,308.0,,,1,,0,0,0.0,0,0,
22919,25000.0,https://www.4zida.rs/prodaja/stanovi/aleksinac/oglas/zitkovac/5fe4588859362b677036a263,prodaja,stanovi,Aleksinac,Aleksinac,2.5,308.0,,,1,,0,0,0.0,0,0,
39629,205000.0,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/despota-ivanisa/5a8d51ceb70c59473a625803,prodaja,stanovi,Beograd,Zemun opština,6.0,306.0,etažno grejanje,,1,,0,1,0.0,1,0,
38933,2500.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/6138924370b25a390c3d95a2,izdavanje,stanovi,Beograd,Savski Venac,5.0,305.0,grejanje na gas,,1,,0,1,0.0,0,1,
24573,679800.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/60401ec2ea2ba77cf1537d02,prodaja,stanovi,Novi Sad,Stari Grad,7.0,302.0,centralno grejanje,,1,2008.0,1,1,0.0,0,0,
45614,680000.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/6047d2b1ac8ff35793535363,prodaja,stanovi,Novi Sad,Stari Grad,6.5,302.0,centralno grejanje,,1,,1,1,0.0,1,1,
37564,3000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/rijecka/61ab799e76b5f44cee676d53,izdavanje,stanovi,Beograd,Beograd,5.0,302.0,etažno grejanje,,1,,1,1,0.0,0,0,
24546,679800.0,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/spens/60ed777e7b5ef31bbf509abb,prodaja,stanovi,Novi Sad,Stari Grad,7.0,302.0,centralno grejanje,,1,,1,1,0.0,1,0,
14352,3000.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/dedinje/5f120d8a0c7cde706955194a,izdavanje,stanovi,Beograd,Savski Venac,5.0,300.0,centralno grejanje,,3,,1,1,0.0,0,0,
4572,2400.0,https://www.4zida.rs/izdavanje/stanovi/beograd/oglas/baje-pivljanina/5f4432f00c7cde7eae44cd2f,izdavanje,stanovi,Beograd,Savski Venac,5.0,300.0,centralno grejanje,,4,,1,1,0.0,0,0,
